,4,7,label,drug_name,expression,Symptom ID,Negation flag
53,146366133,"<user> also tamoxifen which must be a lot of us although maybe older age group on average than pill. <user> <user> oh dear poor you! i was aware of it because i had several months of it before covid retreated enough to have surgery (you have to stop taking 
tamoxifen for <number><number> weeks before an operation because of the clot risks depending on what sort of surgery)",1,"Tamoxifen,Tamoxifen","tamoxifen,tamoxifen",$$$$$$,$$$$$$
54,150300478,<user> <user> any helpful lists for a perimenopausal person about to go on tamoxifen?  (just go prescribed this morning and this is one of the first things i see so its a sign for me to find the right lists!  thanks.),1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
55,163004347,a bag of <hashtag> keytruda with my fruit salad lunch today! <hashtag> harbourcancercentre treatment number <number> of <number> <number>kg lighter as well through healthier living 🤦‍♂️ @ harbour cancer centre <url>. <hashtag>  keytruda round number <number> today. my little helper <hashtag> ottochadwick here to assist today. <number> more doses to go to knock out mr <hashtag> melanoma @ harbour cancer centre <url>,1,"Keytruda,Keytruda","keytruda,keytruda",$$$C0015672$$$,$$$0$$$
56,177224759,<user> post-breast cancer drug tamoxifen too,1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
57,205800365,"<user> <user> for me the menopause was horrendous and hrt <allcaps> saved me!  i was on it for <number> yrs and closely monitored. however <number>yrs ago i was diagnosed with oestrogen responsive breast cancer so i had to stop hrt <allcaps>. now i have to take tamoxifen to block the oestrogen, back where i started!",1,Tamoxifen,tamoxifen,$$$C0000013$$$,$$$0$$$
58,206974700,"<user> <user> <user> please stop. i had breast cancer, and i know a lot of other folks that had / have breast cancer, it was not caused by cell phones. in the case that you wrote a joke tweet, har har. but this is harmful, so just don't.. <user> <user> <user> i did see it and read the article, just had other stuff to do before i could reply. 🤷🏻 anyway, i heard that was a myth so actually thanks for the info. it does seem like a pretty rare occurrence, but my cancer was also rare. never used my bra as a pocket, though. 😂. omfg tamoxifen can you fuck off with the hot flashes today! <repeat>. this is exactly why i haven't made my youtube yet. which sucks cause i really think it could help some people as i wanted it to be about my cancer journey and makeup stuff. i've put it off for <number> years now cause i'm scared of the horrible comments i know i will get. 😓. oh <allcaps>. also, the reason they didn't take the other one was. <repeat> because i hadn't had kids yet! <repeat> never wanted to, and still don't. they said i might change my mind, but of course i haven't. and tamoxifen can cause birth defects, so i can't even get pregnant anyway. 🙃. it would have been cool if the doctors had told me just how badly cancer / chemo / radiation would affect my mental health, like. <repeat> wow.. <user> this is like that time that guy on here was saying self dx is crap and you can't have it unless you get a dx, so i asked him if that means i didn't have cancer until i got a dx and he said ""technically yes"" 🥴",1,"Tamoxifen,Tamoxifen","tamoxifen,tamoxifen",$$$C0741585$$$C0600142$$$C0000014$$$C0000005$$$C1832070$$$,$$$0$$$0$$$0$$$0$$$0$$$
59,227195019,"not sure why i, mister phone anxiety, accepted a job in a call center for the (allegedly) most famous cancer clinic on the planet. ""it's not like you can do a lot of crimes with tamoxifen"" - a thing i just said to my coworker",1,Tamoxifen,tamoxifen,$$$C1832070$$$,$$$0$$$
60,244224955,"<user> <user> was diagnosed in may <number> surgery, chemo, radiation, and tamoxifen as therapies.  been cancer-free ever since. we are all saying our 🙏🏻. just listen to the best docs, let people help you and love you.  you will be in good hands all around. ❤️❤️. <user> <user> and another link. <url>",1,Tamoxifen,tamoxifen,$$$C0015967$$$,$$$0$$$
61,252206041,"rip <allcaps> to this man who developed the medication <hashtag>  herceptin which is saving my life. <repeat>⁦josé baselga, who advanced breast cancer treatments, dies at <number> - the new york times <url>. <user> <user> i grew up near that company. at night the lights shown like a city. i recall the stink in the air as a kid at night. 
i’m <number> now. i just fought aggressive breast cancer. my father had cancer. so did my mother.",1,Herceptin,herceptin,$$$$$$,$$$$$$
62,256766276,"got our <hashtag> mnufc tickets today &amp; after the two <allcaps> years of straight hell (quarantining while fighting &amp; beating cancer &amp; then immediately followed by covid)— we need <allcaps> this.
but we’ll also be fully vaxxed, continue social distancing, &amp; staying careful until everyone can be there w us 🖤. in anticipation of pfizer dose <number> yesterday i drank an entire bottle of pedialite advanced care with emergenc mixed in. also took my normal meds of calcium, vitamin d, &amp; letrozole (hormone blocker), skipped the ibuprofen i normally take to be safe. tried to sleep but anxiety 🤷🏽‍♀️. oh also today i’ve been drinking a ton of water, and halfway through my second bottle of pedialite &amp; emergenc.
also took my normal meds again (calcium, vitamin d, letrozole), &amp; took <number> ibuprofen w lunch today.

p.s. i’m not a doc or medical professional, so plz don’t sue me",1,"Letrozole,Letrozole","letrozole,letrozole",$$$C1832070$$$,$$$0$$$
63,260373193,"yesterday i had an echocardiogram, it took <number> <number> / <number> hours. <hashtag> cancersucks <hashtag> sideeffects <hashtag> cancer <hashtag> chemo <hashtag>  echo. i've lost about <number> lbs since changes to my cancer treatment which isn't bad, that's <number> lbs a month × <number> mons. <hashtag> cancersucks <hashtag> stage<number>cancer <hashtag> breastcancer <hashtag> metastaticbreastcancer <hashtag> chemo. has anyone been on halaven (eribulin) chemo for their treatment. it's going to be my new chemo in about <number> weeks. <hashtag> cancersucks <hashtag> stage<number>cancer <hashtag> breastcancer <hashtag> metastaticbreastcancer <hashtag> chemo. when ever i search for things that's going on with my cancer &amp; side effects, i always get ""critically ill"" &amp; prognosis ""not good"". my body doesn't know what those words mean. 🤞🤞🤞🤞. you know what? i'm tired of checking on friends and family who are sick. no one checks in on me. i'm putting me first from now on. <hashtag> cancersucks <hashtag> stage<number>cancer <hashtag> breastcancer <hashtag> metastaticbreastcancer <hashtag> chemo <hashtag> pleuraleffusion <hashtag> life <hashtag> mefirst. appointment with pulmonologist for oxygen evaluation to see if i need a portable o<number> tank. i just want to be able to breathe w / out shortness of breath. i'm struggling today. <hashtag> shortnessofbreath  copd  <hashtag> cancer <hashtag> sideeffects. never in my life did i ever think i would need supplemental oxygen but here i am with <number> <number>-hr tanks and a <number>-hr tank. <hashtag> cancersucks <hashtag> cancer <hashtag> breastcancer <hashtag> oxygen <hashtag> metastaticbreastcancer  mbc . my major organs are unremarkable but i have a lymph node in my left chest that's unquestionable.  <hashtag> cancer <hashtag> ctscan <hashtag> stage<number>cancer  mbc  <hashtag> breastcancer. <user> <user> i've done keto, kale, marijuana and alkaline water. <repeat>and still i have cancer. maybe the answer is to do it before cancer.. i was want to breathe without having shortness of breath. i just want my tumor marker count to be at it lowest <number> years ago at <number> <hashtag>  cancer <hashtag> breastcancer <hashtag> cancersucks  mbc ",1,Halaven,halaven,$$$C0015967$$$C0015672$$$C0013404$$$C0015967$$$,$$$0$$$0$$$0$$$0$$$
64,271073560,"sharing this paid gig looking for triple negative <hashtag> breastcancer folks who live in canada. share your views, shape the future of cancer and get paid for it.  who isn't down with that? please rt <allcaps> and help spread the word.
 <url>. as a <hashtag> cancer patient, i can't tell you how important this is. my father's dr. swore his <hashtag> lungcancer could be tb <allcaps>,  making it difficult to make the best decision for his care &amp; ended up in a fight with his medical team who assured us he still had a long life ahead.. <user> to your last point about new folks to the <hashtag> cancer community, this one looks like a good follow.. this! <repeat> this! <repeat>. a little thing about <hashtag> cancer statistics. you can't add together the risk increase of alcohol (<number>%) obesity (<number>%) &amp; lack of exercise (i don't even know) and come up with <number>% to patient shame us into believing some choice we made got us into this mess. it's not how statistics work.. i find the research field of gut <hashtag> microbiome and <hashtag> cancer (and opportunities for treatment) fascinating. here's a new abstract about it that talks about both hope and obstacles: 
<url>. this! <repeat> this is why we need <hashtag>  medicare and <hashtag>  health insurance co.'s to pay for pet <allcaps>scans and not force ct <allcaps>scans and bone scans on us that don't always pick up the progressive march of our <hashtag> cancer.. <user> some? <repeat> really, all <allcaps> is the better term. statistics bear that out. there are other reasons to make healthy lifestyle choices (like needing all the energy one can muster to survive cancer treatment). but this idea that those changes will prevent cancer is ludicrous!. <user> <user> <user> make that <number> white middle aged women with stage <number> cancer.. second month in a row <user> pharmacy has stranded me without life <allcaps> saving <allcaps> <hashtag> cancer medication. it was suppose to be delivered yesterday, then today. no meds, no call, no idea when or if it will ever be delivered. <hashtag>  healthcare needs to do better than this.. ok <allcaps>, blame where blame is due. it's not <user> that's messing this up, it's <user>. really, if you can't count on a delivery service to actually deliver life <allcaps> saving <allcaps> <hashtag> cancer medication, what's the point of using them? hint <allcaps>: we won't be in the future.. <user>  it's apparent you're not actually in the delivery business. in the meantime, my pharmacy and i are scrambling to get a new order of lifesaving <allcaps> <hashtag> cancer medication to me asap <allcaps> as i am completely out and am now going without necesary <hashtag> cancer treatment.. <user> has my lifesaving <allcaps> <hashtag> cancer meds stuck in a warehouse in mississippi without a care that i just may need them to <allcaps> stay <allcaps> alive <allcaps>.. kudos to <user> and <user> for a quick turnaround to get me a new shipment of <hashtag> cancer meds overnight. <user>, wtf <allcaps>? you're sitting on $<number>k worth of <hashtag> cancer drugs that aren't doing anyone any good in mississippi.. i'm in. where do i sign up? <hashtag> cancerresearch <hashtag> stageivneedsmore. <user> i think this needs some clarfication. yes, smoking leads to lung cancer in <number> / <number>rd of smokers; alcohol can cause throat cancer. i haven't seen research that shows high bmi <allcaps> causes cancer, but diets high in processed foods can cause colon or stomach cancer.. <user> i think this needs clarification. smoking has been found to cause lung cancer; <number> / <number>rd of smokers will get lung cancer and lung cancer accounts for <number>% of cancer deaths.. <user> research has not found that either alcohol or bmi <allcaps> causes cancer, but can increase risk (or as others have pointed out, are corrollary). between <number>% and <number>% of all cancers are just bad genetic luck. these stats are from the <user>.. <user> <user> nonetheless, there is a movement in <user> asking the surgeon general to claim alcohol and bmi <allcaps> cause cancer. and like many on this thread, i find that abhorrent and patient shaming when there's no research to back it up.. <user> <user> <user> yeah, and what's the biggest risk factor for getting breast cancer? being a woman.. feeling quite beat up and disillussioned. spent <number> hours friday night fighting to get <hashtag> cancer meds delivered. then found out  this morning insurance decided not to approve today's <hashtag>  p e tscan. it's not <hashtag> cancer that will kill me, it's poor healthcare delivery. sigh.. <user> yeah, i'm kinda amazed too. now on to today's battle of swapping a <hashtag>  c tscan for a <hashtag>  p e tscan that insurance refused to approve at the last minute. this <hashtag> cancer battle is not for the faint of heart.. <user> glad to hear this because mine have been really killing me since my first <hashtag>  c o v i dvaccine and i've been wondering if it's <hashtag> cancer or a <hashtag> vaccine reaction.. <user> i've definitely experienced swollen lymph nodes since my first dose of <hashtag>  covid vaccine . it is anxiety producing when you have <hashtag> cancer.. am at a <hashtag> cancer crossroad. tumor markers are up; ct <allcaps> scan mixe<smile> some tumors getting smaller, one grew <number> mm. going in for a biopsy to look for genetic mutations to target. otherwise, <hashtag> chemo next. hard to stomach when lessions are so small. thoughts?<hashtag> stage<number>needsmore. biont <allcaps>ech is currently in clinical trials for personalized vaccines in “basically every solid cancer” including melanoma, breast&amp; ovarian cancer.  
<url>. <user> i know change / research isn't happening fast enough for we <hashtag> cancer folks. but the fact that this mrna <allcaps> tech. led to a covid <allcaps> vaccine so quickly does give me hope for its future role in <hashtag> cancer.. great piece by <user> about the various stages / causes of <hashtag> cancer <hashtag> fatigue. 
<url>. i find myself always burying it deep in the bowels of my trash bag so the trashmen don't see it and stop picking up my trash. <hashtag> breastcancer <hashtag> thisis m b c. any interesting lifestyle choice+<hashtag> cancer treatment study to keep an eye on. 
<url>. <user> i hear you. it's good to have a healthy dose of skepticism. still, it's interesting researchers are starting to think like this - even if it only ends up proving getting cancer isn't our fault.. may this one day be all of us with <hashtag> cancer.. <user> sometimes we just need a <hashtag> cancer med break. i'm sure you're body is appreciative of the break.. <user> definitely explore all options. my sister chose to take her life rather than face the effects cancer had left her with. it tears me up every day. i chose to stay and fight and have days i take a jaundiced view of that choice. check out <user>'s free online program.. while i realize you likely meant ""breasts"" i think i like beasts better. it's a great commentary on the demons that haunt us no matter what we face. <hashtag> cancer. i am at a treatment crossroad waiting to see options that range from clincial trial to hardcore chemo. it's hard to keep the mind monkeys in check. but then i think ""what if i get into a trial that cures this?"" and there is where i choose to hang my hat. <hashtag> thisismbc <hashtag> cancer. as someone facing resistance in er <allcaps>+ and about to undergo another biopsy for genomic testing, this does my heart good.. repeat after me: crowdfunding for <hashtag> cancer treatment is not <allcaps> good healthcare policy.

<url>. <user> <user> please, do tell. we <hashtag> cancer patients are waiting anxiously for such answers.. bravo! we could really use you out here. <hashtag> cancer. anyone? i'm sure this is in my future at some point, so i'd be interested in learning as well. <hashtag> cancer <hashtag> bcsm. and for anyone with  mbc,  <user>'s <hashtag> mbcproject is definitely worth checking out. glad to see the effort expanded.. <user> my onc's philosophy is that as long as i was once er <allcaps>+ it's always worth trying an anti-estrogen drug. i'm now on tamoxifen a second time even though i progressed on it the first time. i also had a good run on exemestane and affinitor. spent <number> years ned <allcaps>. good luck!",1,"Tamoxifen,Exemestane,Afinitor","tamoxifen,exemestane,affinitor",$$$C0085593$$$C0741585$$$C0015967$$$C0085593$$$C1832070$$$C0015672$$$C1832070$$$C0020538$$$C0023380$$$,$$$0$$$0$$$0$$$0$$$0$$$0$$$0$$$0$$$0$$$
65,272344158,"<user> if it’s any help, i didn’t have any side effects with tamoxifen (and i was taking another drug that was contraindicated with it!) and i took it for <number> years. one thing i learnt from others who did is change brands as they all apparently differ slightly. <repeat>x. <user> there were two machines i could use - la <allcaps><number> and la <allcaps><number> if one went down, we could use the other but might have to wait hours and hours. i really liked the staff, they were just so lovely plus you got to meet other patients lots of men with prostate cancer i remember).",1,Tamoxifen,tamoxifen,$$$C0741585$$$,$$$0$$$
66,273085549,"<user> not gonna lie i barely have mental space to entertain dating in my brain. it’s always in work mode, mom mode, cancer prevention mode, i’m working hard on it. <repeat> it will take a patient man. i know i’m worth the patience, though. 🙌🏾. <user> <user> i know some have tried supplemental meds with success.  i started a new med and it has made my hot flashes vanish, but i’m no longer on tamoxifen. i’m on <hashtag>  zoladex. speak with you oncologist. sleep is so important for our health.. i don’t think commercials for cancer drugs should be legal. 👎🏾",1,"Tamoxifen,Zoladex","tamoxifen,zoladex",$$$C0600142$$$,$$$0$$$
